ID,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,ACUSADO,FECHA_y,AAAA_y,MM_y,DD_y,ROL,VICTIMA_y,SEXO,EDAD
2017-0153,2,ROSARIO Y AV. LA PLATA,AVENIDA,6,-58.42855267,-34.61829385,PASAJEROS,12/11/2017,2017,12,11,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30
2017-0153,2,ROSARIO Y AV. LA PLATA,AVENIDA,6,-58.42855267,-34.61829385,PASAJEROS,12/11/2017,2017,12,11,CONDUCTOR,MOTO,MASCULINO,30
2017-0154,9,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,4,-58.39035581,-34.63412287,PASAJEROS,12/11/2017,2017,12,11,PEATON,PEATON,MASCULINO,76
2017-0155,21,AV. RIVADAVIA 6350,AVENIDA,7,-58.45593915,-34.62656868,MOTO,12/12/2017,2017,12,12,CONDUCTOR,MOTO,MASCULINO,77
2017-0157,9,AV. GRAL. PAZ Y HUMAITA,GRAL PAZ,9,-58.52866211,-34.64597065,PASAJEROS,12/17/2017,2017,12,17,CONDUCTOR,AUTO,MASCULINO,53
2017-0158,21,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,GRAL PAZ,11,-58.52037476,-34.59407024,AUTO,12/18/2017,2017,12,18,CONDUCTOR,MOTO,MASCULINO,32
2017-0159,4,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,-58.38896772,-34.61799615,AUTO,12/20/2017,2017,12,20,CONDUCTOR,MOTO,MASCULINO,27
2017-0160,13,AV. NAZCA 365,AVENIDA,7,-58.47074114,-34.62771756,MOTO,12/22/2017,2017,12,22,PEATON,PEATON,FEMENINO,30
2017-0161,15,AV. EVA PERON 5249,AVENIDA,9,-58.48200819,-34.65969965,AUTO,12/26/2017,2017,12,26,PEATON,PEATON,FEMENINO,30
2018-0001,22,San Juan Av. Y Rincón,AVENIDA,3,-58.39536773,-34.62297346,MOTO,1/1/2018,2018,1,1,PEATON,PEATON,MASCULINO,83
2018-0002,16,Peru 937,CALLE,1,-58.37456088,-34.61895467,PASAJEROS,1/3/2018,2018,1,3,CICLISTA,BICICLETA,FEMENINO,26
2018-0003,10,"Pueyrredon, Honorio, Dr. Av. y Galicia",AVENIDA,15,-58.44860217,-34.60395657,MULTIPLE,1/5/2018,2018,1,5,PEATON,PEATON,FEMENINO,58
2018-0004,9,Del Libertador Av. y Manzanares,AVENIDA,13,-58.46129513,-34.54332766,MULTIPLE,1/9/2018,2018,1,9,CONDUCTOR,MOTO,MASCULINO,39
2018-0005,22,Paseo Colon Av. 1019,AVENIDA,1,-58.36907201,-34.61953517,PASAJEROS,1/9/2018,2018,1,9,PEATON,PEATON,MASCULINO,54
2018-0006,21,Valle y Barco Centenera Del,CALLE,6,-58.44062219,-34.62499107,PASAJEROS,1/10/2018,2018,1,10,CICLISTA,BICICLETA,FEMENINO,45
2018-0007,2,AU Perito Moreno  KM 0.6,AUTOPISTA,9,-58.52502765,-34.63601265,AUTO,1/11/2018,2018,1,11,CONDUCTOR,AUTO,MASCULINO,46
2018-0008,17,"Huergo, Ing. Av. e Independencia Av.",AVENIDA,1,-58.36659655,-34.61687778,CARGAS,1/12/2018,2018,1,12,CONDUCTOR,MOTO,FEMENINO,32
2018-0009,2,"Pilcomayo y Brown, Alte. Av.",AVENIDA,4,-58.36737389,-34.62763661,MOTO,1/14/2018,2018,1,14,CONDUCTOR,MOTO,MASCULINO,19
2018-0010,5,"Cervantes y Belaustegui, Luis, Dr.",CALLE,10,-58.49807953,-34.63038658,CARGAS,1/18/2018,2018,1,18,CONDUCTOR,MOTO,MASCULINO,40
2018-0011,10,Callao y Vte. Lopez,AVENIDA,2,-58.39092703,-34.59088447,PASAJEROS,1/19/2018,2018,1,19,PEATON,PEATON,MASCULINO,84
2018-0012,13,"Oliden y Chilavert, Martiniano, Coronel",CALLE,8,-58.46912006,-34.68049201,PASAJEROS,1/26/2018,2018,1,26,CONDUCTOR,MOTO,MASCULINO,20
2018-0013,8,Congreso Av. y Galvan,AVENIDA,12,-58.48661286,-34.56786129,AUTO,1/28/2018,2018,1,28,CONDUCTOR,MOTO,MASCULINO,44
2018-0014,20,"Moreno, Perito Av. y Rivera Indarte",AVENIDA,7,-58.44074927,-34.65080597,MOTO,1/31/2018,2018,1,31,PEATON,PEATON,MASCULINO,30
2018-0015,1,Australia Av. 2800,AVENIDA,4,-58.38636298,-34.64684275,PASAJEROS,2/6/2018,2018,2,6,CONDUCTOR,MOTO,MASCULINO,28
2018-0015,1,Australia Av. 2800,AVENIDA,4,-58.38636298,-34.64684275,PASAJEROS,2/6/2018,2018,2,6,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19
2018-0016,10,"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.",AVENIDA,1,-58.37533517,-34.59276462,CARGAS,2/15/2018,2018,2,15,CONDUCTOR,MOTO,MASCULINO,31
2018-0017,4,San Pedrito Av. y Rivadavia Av.,AVENIDA,7,-58.46963952,-34.63070603,AUTO,2/17/2018,2018,2,17,PEATON,PEATON,MASCULINO,35
2018-0018,7,"Isabel La Catolica y Salvadores, Cnel.",CALLE,4,-58.37207554,-34.64543658,CARGAS,2/17/2018,2018,2,17,CONDUCTOR,MOTO,MASCULINO,26
2018-0019,12,Las Heras General Av. y Callao Av.,AVENIDA,2,-58.39189441,-34.59176378,PASAJEROS,2/17/2018,2018,2,17,PEATON,PEATON,FEMENINO,80
2018-0020,22,Fernandez de la Cruz Subida AU Héctor J. Cámpora,AUTOPISTA,8,-58.45012957,-34.66518343,CARGAS,2/19/2018,2018,2,19,CONDUCTOR,MOTO,MASCULINO,26
2018-0021,10,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,4,-58.40184094,-34.64546845,PASAJEROS,2/22/2018,2018,2,22,PEATON,PEATON,FEMENINO,62
2018-0022,0,"Montes De Oca, Manuel y Olavarria",AVENIDA,4,-58.37441153,-34.63966783,CARGAS,2/24/2018,2018,2,24,CONDUCTOR,MOTO,MASCULINO,28
2018-0023,6,Barco Centenera Del y Rosario,CALLE,6,-58.44110156,-34.62082399,AUTO,2/24/2018,2018,2,24,CONDUCTOR,MOTO,MASCULINO,28
2018-0024,23,Alvarez Thomas Av. y Donado,AVENIDA,15,-58.47087351,-34.57827342,CARGAS,2/28/2018,2018,2,28,PEATON,PEATON,MASCULINO,70
2018-0025,22,Av. Avellaneda y Av. Boyacá,AVENIDA,7,-58.4596221,-34.6224514,AUTO,3/4/2018,2018,3,4,PEATON,PEATON,MASCULINO,70
2018-0026,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,4,-58.41657793,-34.65476216,CARGAS,3/9/2018,2018,3,9,CONDUCTOR,MOVIL,MASCULINO,24
2018-0026,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,4,-58.41657793,-34.65476216,CARGAS,3/9/2018,2018,3,9,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30
2018-0027,23,Castro y Rondeau,CALLE,5,-58.41911301,-34.63722107,MOTO,3/11/2018,2018,3,11,PEATON,PEATON,FEMENINO,74
2018-0028,15,"Bilbao, Francisco Av. y Azul",AVENIDA,9,-58.47120586,-34.64251042,CARGAS,3/13/2018,2018,3,13,PEATON,PEATON,MASCULINO,71
2018-0029,18,Nazca Av. y Gaona Av.,AVENIDA,11,-58.47418944,-34.62049672,AUTO,3/15/2018,2018,3,15,CONDUCTOR,MOTO,MASCULINO,26
2018-0030,1,Plaza y Alvarez Thomas Av.,AVENIDA,15,-58.46720441,-34.57905579,MOTO,3/20/2018,2018,3,20,CONDUCTOR,MOTO,MASCULINO,24
2018-0031,10,"Gaona Av. y Artigas, Jose Gervasio, Gral.",AVENIDA,11,-58.46909362,-34.6177971,CARGAS,3/28/2018,2018,3,28,CONDUCTOR,MOTO,MASCULINO,31
2018-0032,13,Cabildo Av. y Aguilar,AVENIDA,13,-58.44704343,-34.5688864,PASAJEROS,4/2/2018,2018,4,2,PEATON,PEATON,MASCULINO,70
2018-0033,7,Camarones y Lope De Vega Av.,AVENIDA,10,-58.50535541,-34.62902048,CARGAS,4/7/2018,2018,4,7,CONDUCTOR,MOTO,FEMENINO,42
2018-0034,18,Santa Fe Av. 2320,AVENIDA,2,-58.40021675,-34.59522198,PASAJEROS,4/11/2018,2018,4,11,PEATON,PEATON,MASCULINO,24
2018-0035,16,Av. Rivadavia 6950,AVENIDA,7,-58.46325991,-34.62919627,PASAJEROS,4/12/2018,2018,4,12,PEATON,PEATON,FEMENINO,39
2018-0036,23,Av. San Martín y Argerich,AVENIDA,15,-58.49471482,-34.59694755,AUTO,4/13/2018,2018,4,13,CONDUCTOR,MOTO,MASCULINO,37
2018-0037,18,"Cordoba Av. y Uriburu Jose E., Pres.",AVENIDA,2,-58.3987261,-34.59975962,CARGAS,4/18/2018,2018,4,18,PEATON,PEATON,MASCULINO,84
2018-0038,17,AV. RIVADAVIA 1571,AVENIDA,1,-58.38872177,-34.60885045,AUTO,4/20/2018,2018,4,20,PEATON,PEATON,FEMENINO,59
2018-0038,17,AV. RIVADAVIA 1571,AVENIDA,1,-58.38872177,-34.60885045,AUTO,4/20/2018,2018,4,20,PEATON,PEATON,MASCULINO,61
2018-0039,22,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,14,-58.441664463445676,-34.61969973512046,AUTO,4/21/2018,2018,4,21,PEATON,PEATON,MASCULINO,37
2018-0040,11,Ramon Freire y Virrey Olaguer y Feliu,CALLE,13,-58.45686132,-34.57305993,CARGAS,4/27/2018,2018,4,27,PEATON,PEATON,FEMENINO,30
2018-0041,13,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,4,-58.42281627,-34.64282424,PASAJEROS,4/27/2018,2018,4,27,PEATON,PEATON,FEMENINO,78
2018-0042,18,BRANDSEN y PERDRIEL,CALLE,4,-58.38666024,-34.63953396,CARGAS,4/27/2018,2018,4,27,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23
2018-0043,6,"Vilardebo, Teodoro y Alvarez Jonte Av.",AVENIDA,11,-58.49122843,-34.61207587,AUTO,4/28/2018,2018,4,28,CONDUCTOR,MOTO,MASCULINO,25
2018-0044,9,Alberti e Independencia Av.,AVENIDA,3,-58.40098306,-34.61866627,AUTO,4/28/2018,2018,4,28,PEATON,PEATON,FEMENINO,50
2018-0045,7,Alvarez Thomas Av. 879,AVENIDA,13,-58.45448963,-34.5791692,CARGAS,4/30/2018,2018,4,30,CONDUCTOR,AUTO,MASCULINO,60
2018-0046,3,Av. Gral. Paz y Av. Rivadavia,GRAL PAZ,9,-58.52927982,-34.63931752,AUTO,5/2/2018,2018,5,2,PEATON,PEATON,MASCULINO,11
2018-0047,19,Av. Corrientes y Av. Dorrego,AVENIDA,15,-58.44759966,-34.5917024,PASAJEROS,5/8/2018,2018,5,8,PEATON,PEATON,MASCULINO,82
2018-0048,10,Rivadavia Av. y Pedernera,AVENIDA,7,-58.46411215,-34.62925068,PASAJEROS,5/9/2018,2018,5,9,PEATON,PEATON,MASCULINO,57
2018-0049,19,Quesada 2300,CALLE,13,-58.4621322,-34.55395823,AUTO,5/11/2018,2018,5,11,PEATON,PEATON,FEMENINO,40
2018-0050,18,Cabildo Av. y Juramento Av.,AVENIDA,13,-58.45669422,-34.5620361,PASAJEROS,5/14/2018,2018,5,14,PEATON,PEATON,FEMENINO,47
2018-0051,21,"California y Carbonari, Francisco, Cmte.",CALLE,4,-58.3597716,-34.64341878,AUTO,5/15/2018,2018,5,15,PEATON,PEATON,FEMENINO,57
2018-0052,20,"Carril, Salvador Maria Del Av. y Nazca",AVENIDA,15,-58.49820145,-34.59070093,PASAJEROS,5/18/2018,2018,5,18,PEATON,PEATON,MASCULINO,78
2018-0053,2,San Luis y Aguero,CALLE,3,-58.4105928,-34.5993918,AUTO,5/20/2018,2018,5,20,CONDUCTOR,MOTO,MASCULINO,43
2018-0054,11,Lugones 2430,CALLE,12,-58.47969138,-34.57121563,BICICLETA,5/22/2018,2018,5,22,PEATON,PEATON,FEMENINO,86
2018-0055,7,Independencia Av. y Jujuy Av.,AVENIDA,3,-58.40351561,-34.61883916,AUTO,5/29/2018,2018,5,29,CONDUCTOR,MOTO,MASCULINO,21
2018-0056,13,Av. Rivadavia 11050,AVENIDA,9,-58.51973844,-34.63918987,PASAJEROS,6/2/2018,2018,6,2,PEATON,PEATON,FEMENINO,69
2018-0057,3,Combate De Los Pozos y Humberto 1°,CALLE,3,-58.39311376,-34.62163006,PASAJEROS,6/3/2018,2018,6,3,CONDUCTOR,MOTO,MASCULINO,33
2018-0058,6,Cordoba Av. y Thames,AVENIDA,15,-58.43531242,-34.59082159,AUTO,6/3/2018,2018,6,3,CONDUCTOR,MOTO,MASCULINO,26
2018-0059,6,"Garay, Juan De Av. y Sanchez De Loria",AVENIDA,5,-58.41178165,-34.63035454,OTRO,6/8/2018,2018,6,8,CONDUCTOR,MOTO,MASCULINO,54
2018-0060,12,"Lavalle y Alem, Leandro N. Av.",AVENIDA,1,-58.370488,-34.60189492,PASAJEROS,6/8/2018,2018,6,8,PEATON,PEATON,MASCULINO,51
2018-0061,11,Estados Unidos y Pichincha,CALLE,3,-58.39883882,-34.61964833,MOTO,6/10/2018,2018,6,10,CONDUCTOR,MOTO,MASCULINO,51
2018-0062,1,Rosario y Barco Centenera Del,CALLE,6,-58.44110156,-34.62082399,CARGAS,6/14/2018,2018,6,14,PEATON,PEATON,MASCULINO,32
2018-0063,21,Av. Leandro N. Alem y Viamonte,AVENIDA,1,-58.37093138,-34.59952725,PASAJEROS,6/16/2018,2018,6,16,PEATON,PEATON,FEMENINO,28
2018-0064,1,Varela Av. y Primera Junta,AVENIDA,7,-58.45855262,-34.63953253,CARGAS,6/25/2018,2018,6,25,CONDUCTOR,AUTO,MASCULINO,30
2018-0065,17,"Pellegrini, Carlos y Juncal",CALLE,1,-58.38161909,-34.59283447,CARGAS,6/26/2018,2018,6,26,CONDUCTOR,MOTO,MASCULINO,35
2018-0066,11,Av. Corrientes y Av. Federico Lacroze,AVENIDA,15,-58.45511899,-34.58698157,PASAJEROS,6/28/2018,2018,6,28,PEATON,PEATON,MASCULINO,73
2018-0067,16,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,4,-58.37724226,-34.62973033,AUTO,6/29/2018,2018,6,29,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81
2018-0068,9,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,7,-58.45546217,-34.62930339,AUTO,7/1/2018,2018,7,1,CONDUCTOR,MOTO,MASCULINO,21
2018-0069,21,"Córdoba Av. 2215

",AVENIDA,2,-58.39897064,-34.59954925,PASAJEROS,7/4/2018,2018,7,4,CICLISTA,BICICLETA,MASCULINO,20
2018-0070,15,"Estados Unidos y Urquiza, Gral.",CALLE,3,-58.40917826,-34.62126274,PASAJEROS,7/7/2018,2018,7,7,CONDUCTOR,MOTO,MASCULINO,33
2018-0071,17,Moreno y Av. Huergo,AVENIDA,1,-58.36726348,-34.61099738,CARGAS,7/10/2018,2018,7,10,CONDUCTOR,MOTO,MASCULINO,30
2018-0072,13,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,8,-58.48267426,-34.68454456,CARGAS,7/11/2018,2018,7,11,CONDUCTOR,MOTO,MASCULINO,27
2018-0073,15,"Iriarte, Gral. Av. 3400",AVENIDA,4,-58.39546165,-34.65168841,CARGAS,7/11/2018,2018,7,11,PEATON,PEATON,FEMENINO,67
2018-0074,6,AV. JUAN B. ALBERDI 2968,AVENIDA,7,-58.46941984,-34.63376545,CARGAS,7/14/2018,2018,7,14,CONDUCTOR,AUTO,MASCULINO,25
2018-0075,7,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,14,-58.40367321,-34.58129246,AUTO,7/15/2018,2018,7,15,PEATON,PEATON,MASCULINO,23
2018-0076,9,"Chavez, Jorge y Paz, Gral. Av.",CALLE,9,-58.52932872,-34.65014993,CARGAS,7/16/2018,2018,7,16,CONDUCTOR,AUTO,MASCULINO,73
2018-0077,23,"Urquiza, Gral. y Estados Unidos",CALLE,3,-58.40917826,-34.62126274,CARGAS,7/16/2018,2018,7,16,CONDUCTOR,AUTO,MASCULINO,58
2018-0078,6,Paraguay y Sánchez De Bustamante,CALLE,2,-58.41264127,-34.59473294,AUTO,7/21/2018,2018,7,21,PEATON,PEATON,MASCULINO,27
2018-0079,7,"De Los Corrales Av. y Paz, Gral. Av.",GRAL PAZ,9,-58.50877521,-34.66977709,CARGAS,7/23/2018,2018,7,23,PEATON,PEATON,MASCULINO,30
2018-0080,22,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,9,-58.51232237,-34.6590353,AUTO,7/25/2018,2018,7,25,PEATON,PEATON,MASCULINO,26
2018-0081,6,Castañares Av. y Rivera Indarte Av.,AVENIDA,7,-58.44744156,-34.64567171,MULTIPLE,7/29/2018,2018,7,29,PEATON,PEATON,MASCULINO,35
2018-0082,15,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,9,-58.49441273,-34.65869968,CARGAS,8/1/2018,2018,8,1,CONDUCTOR,MOTO,FEMENINO,17
2018-0083,5,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",GRAL PAZ,8,-58.47976785,-34.69153196,CARGAS,8/2/2018,2018,8,2,CONDUCTOR,MOTO,MASCULINO,30
2018-0084,7,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,1,-58.36523349,-34.62260331,CARGAS,8/3/2018,2018,8,3,PEATON,PEATON,MASCULINO,45
2018-0085,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,3,-58.39118948,-34.62704273,PASAJEROS,8/3/2018,2018,8,3,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22
2018-0085,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,3,-58.39118948,-34.62704273,PASAJEROS,8/3/2018,2018,8,3,CONDUCTOR,MOTO,MASCULINO,30
2018-0086,21,Directorio Av. y Guardia Nacional,AVENIDA,9,-58.49019551,-34.65015854,PASAJEROS,8/10/2018,2018,8,10,PEATON,PEATON,MASCULINO,40
2018-0087,19,Pavon Av. Y Colombres,AVENIDA,5,-58.41644362,-34.63023775,PASAJEROS,8/15/2018,2018,8,15,PEATON,PEATON,MASCULINO,75
2018-0088,16,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,12,-58.5007381,-34.5497951,CARGAS,8/17/2018,2018,8,17,CONDUCTOR,MOTO,MASCULINO,30
2018-0089,17,Pichincha Av. y Brasil,AVENIDA,4,-58.39626094,-34.63036565,PASAJEROS,8/17/2018,2018,8,17,PEATON,PEATON,MASCULINO,80
2018-0090,10,27 De Febrero Av. y Pergamino,AVENIDA,8,-58.43284809,-34.67051543,AUTO,8/18/2018,2018,8,18,CONDUCTOR,MOTO,MASCULINO,27
2018-0091,18,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,9,-58.52280139,-34.63659934,AUTO,8/19/2018,2018,8,19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23
2018-0092,8,Cordoba Av. y Gascon,AVENIDA,14,-58.4233693,-34.59774487,AUTO,8/20/2018,2018,8,20,CONDUCTOR,MOTO,MASCULINO,23
2018-0093,8,15 De Noviembre De 1889 1513,CALLE,1,-58.38691681,-34.63105973,PASAJEROS,8/20/2018,2018,8,20,PEATON,PEATON,MASCULINO,24
2018-0094,5,"Salguero, Jeronimo y Beruti",CALLE,14,-58.4116902,-34.5857988,PASAJEROS,8/23/2018,2018,8,23,CONDUCTOR,MOTO,MASCULINO,32
2018-0095,0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,9,-58.46739825,-34.65117757,AUTO,8/26/2018,2018,8,26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49
2018-0096,22,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,8,-58.44483258,-34.67152226,AUTO,8/31/2018,2018,8,31,PEATON,PEATON,MASCULINO,39
2018-0097,10,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,8,-58.43254025,-34.66128115,OTRO,9/2/2018,2018,9,2,CONDUCTOR,AUTO,FEMENINO,35
2018-0098,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,8,-58.47199387,-34.69640164,AUTO,9/9/2018,2018,9,9,CONDUCTOR,AUTO,MASCULINO,55
2018-0098,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,8,-58.47199387,-34.69640164,AUTO,9/9/2018,2018,9,9,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54
2018-0099,14,Rivadavia Av. y Pedernera,AVENIDA,7,-58.46411215,-34.62925068,PASAJEROS,9/12/2018,2018,9,12,PEATON,PEATON,MASCULINO,18
2018-0100,10,Elvira Rawson de Dellepiane 150,AVENIDA,1,-58.36217754,-34.62367156,AUTO,9/20/2018,2018,9,20,CONDUCTOR,MOTO,FEMENINO,33
2018-0101,0,"Paz, Gral. Av. y Zapiola",GRAL PAZ,12,-58.48098594,-34.5407313,MULTIPLE,9/21/2018,2018,9,21,CONDUCTOR,AUTO,MASCULINO,30
2018-0102,0,FAMATINA Y DIOGENES TABORDA,CALLE,4,-58.41083404,-34.64640709,AUTO,9/21/2018,2018,9,21,CONDUCTOR,MOTO,MASCULINO,20
2018-0103,17,Av. Castañares y Bonorino,AVENIDA,7,-58.44609828,-34.64446729,MOTO,9/27/2018,2018,9,27,PEATON,PEATON,MASCULINO,1
2018-0104,8,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,4,-58.37709334,-34.64035082,MOTO,10/1/2018,2018,10,1,CONDUCTOR,MOTO,MASCULINO,22
2018-0105,18,Nazca Av. y Rivadavia Av.,AVENIDA,7,-58.46963952,-34.63070603,PASAJEROS,10/3/2018,2018,10,3,PEATON,PEATON,FEMENINO,56
2018-0106,22,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,13,-58.43674281,-34.55161027,MOTO,10/4/2018,2018,10,4,CONDUCTOR,MOTO,MASCULINO,27
2018-0107,14,Rivadavia Av. y Jujuy Av.,AVENIDA,3,-58.4059686,-34.61011987,PASAJEROS,10/6/2018,2018,10,6,PEATON,PEATON,FEMENINO,62
2018-0108,14,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,1,-58.36154069,-34.60463618,AUTO,10/9/2018,2018,10,9,CONDUCTOR,MOTO,MASCULINO,37
2018-0109,22,"Tucuman y Alem, Leandro N. Av.",AVENIDA,1,-58.37062179,-34.60066507,PASAJEROS,10/10/2018,2018,10,10,PEATON,PEATON,MASCULINO,34
2018-0110,3,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,15,-58.43220014,-34.60207186,MOTO,10/13/2018,2018,10,13,PEATON,PEATON,MASCULINO,60
2018-0111,12,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,9,-58.46958442,-34.64949724,CARGAS,10/19/2018,2018,10,19,CONDUCTOR,MOTO,MASCULINO,28
2018-0112,9,Muñecas y Serrano,CALLE,15,-58.44671397,-34.59970903,CARGAS,10/24/2018,2018,10,24,CONDUCTOR,MOTO,FEMENINO,28
2018-0113,11,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,11,-58.47152163,-34.61474911,CARGAS,10/25/2018,2018,10,25,CONDUCTOR,MOTO,MASCULINO,20
2018-0114,2,Solis e Independencia Av.,AVENIDA,1,-58.39032921,-34.61807951,AUTO,10/30/2018,2018,10,30,CONDUCTOR,MOTO,MASCULINO,23
2018-0115,12,"Bosch, Ventura y Paz, Gral. Av.",CALLE,9,-58.52887773,-34.64297861,PASAJEROS,10/31/2018,2018,10,31,PEATON,PEATON,MASCULINO,42
2018-0116,10,"Paz, Gral. Av. 14800",GRAL PAZ,8,-58.49371157,-34.67981324,CARGAS,11/1/2018,2018,11,1,PEATON,PEATON,MASCULINO,48
2018-0117,8,Av. Eva Perón 5321,AVENIDA,9,-58.48266599,-34.66012327,MOTO,11/4/2018,2018,11,4,CONDUCTOR,MOTO,MASCULINO,30
2018-0118,14,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,3,-58.40612253,-34.60774301,MOTO,11/5/2018,2018,11,5,PEATON,PEATON,FEMENINO,80
2018-0119,22,Rabanal y San Pedrito,AVENIDA,8,-58.43613623,-34.66292532,AUTO,11/5/2018,2018,11,5,PEATON,PEATON,FEMENINO,32
2018-0120,13,Monroe y Alvarez Thomas Av.,AVENIDA,12,-58.48250732,-34.57208238,AUTO,11/9/2018,2018,11,9,PEATON,PEATON,FEMENINO,51
2018-0121,16,Rivadavia Av. y Manzoni,AVENIDA,10,-58.49945705,-34.6374328,PASAJEROS,11/9/2018,2018,11,9,PEATON,PEATON,FEMENINO,72
2018-0122,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,8,-58.47743966,-34.67233407,AUTO,11/12/2018,2018,11,12,CONDUCTOR,AUTO,MASCULINO,33
2018-0123,3,"Paz, Gral. Av. y Peron, Eva Av.",GRAL PAZ,9,-58.5025179,-34.67450313,AUTO,11/12/2018,2018,11,12,CONDUCTOR,AUTO,MASCULINO,25
2018-0124,19,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,9,-58.52144411,-34.63682499,CARGAS,11/15/2018,2018,11,15,CONDUCTOR,CARGAS,MASCULINO,44
2018-0125,21,Saenz Av. y Ventana,AVENIDA,4,-58.41650465,-34.65084045,PASAJEROS,11/16/2018,2018,11,16,PEATON,PEATON,MASCULINO,29
2018-0126,12,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,9,-58.52994219,-34.64055918,AUTO,11/18/2018,2018,11,18,CONDUCTOR,MOTO,MASCULINO,27
2018-0127,9,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,12,-58.50993046,-34.56919739,MOTO,11/19/2018,2018,11,19,CONDUCTOR,MOTO,MASCULINO,29
2018-0128,4,"Paz, Gral. Av. 11200",GRAL PAZ,9,-58.52844623,-34.64592873,PASAJEROS,11/25/2018,2018,11,25,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49
2018-0128,4,"Paz, Gral. Av. 11200",GRAL PAZ,9,-58.52844623,-34.64592873,PASAJEROS,11/25/2018,2018,11,25,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39
2018-0129,4,"Newbery, Jorge Av. y Guevara",AVENIDA,15,-58.45021367,-34.58695347,PASAJEROS,11/28/2018,2018,11,28,CONDUCTOR,MOTO,MASCULINO,37
2018-0130,3,Gaona Av. y Segurola Av.,AVENIDA,10,-58.49022072,-34.62770192,PASAJEROS,12/3/2018,2018,12,3,CONDUCTOR,MOTO,MASCULINO,30
2018-0131,19,"Madero, Eduardo Av. 550",AVENIDA,1,-58.36860866,-34.60106568,CARGAS,12/7/2018,2018,12,7,CONDUCTOR,MOTO,MASCULINO,29
2018-0132,8,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,2,-58.39490504,-34.57241534,CARGAS,12/12/2018,2018,12,12,PEATON,PEATON,MASCULINO,70
2018-0133,14,Nazca Av. y Rivadavia Av.,AVENIDA,7,-58.46963952,-34.63070603,CARGAS,12/12/2018,2018,12,12,PEATON,PEATON,FEMENINO,60
2018-0134,21,La Plata Av. y Caseros Av.,AVENIDA,7,-58.42349365,-34.64019887,MOTO,12/12/2018,2018,12,12,PEATON,PEATON,MASCULINO,56
